runDt,postingDate,refDocNo,vndrNo,fundName,fundGroupDescr,efundDesc,amount,wait,debt,bond,total,bankNm,pmntStts,batchNo,mophId,mophDesc,budgetSource
2025-10-24,25681024,DMOR6836080036,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,25325,0,0,0,25325,ธนาคารกรุงไทย จำกัด (มหาชน),P,3598,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-24,25681024,DMOR6836080036,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),2050,0,0,0,2050,ธนาคารกรุงไทย จำกัด (มหาชน),P,3598,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-24,25681024,DMOR6837090037,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),11605,0,0,0,11605,ธนาคารกรุงไทย จำกัด (มหาชน),P,3597,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-24,25681024,DMOR6837090037,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,7550,0,0,0,7550,ธนาคารกรุงไทย จำกัด (มหาชน),P,3597,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-24,25681024,DNAP6815070015,0000010670,กองทุนเอดส์,กองทุนเอดส์,งบค่าบริการดูแลรักษาด้วยยาต้านและบริการที่เกี่ยวข้อง,751065,0,0,0,751065,ธนาคารกรุงไทย จำกัด (มหาชน),P,3577B,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-24,25681024,DNAP6817090017,0000010670,กองทุนเอดส์,กองทุนเอดส์,งบค่าบริการดูแลรักษาด้วยยาต้านและบริการที่เกี่ยวข้อง,313350,0,0,0,313350,ธนาคารกรุงไทย จำกัด (มหาชน),P,3575,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-24,25681024,DMOR6901100001,0000010670,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,บริการควบคุมป้องกันและรักษาผู้ป่วยโรคเบาหวานและความดันโลหิตสูง,1635,0,0,0,1635,ธนาคารกรุงไทย จำกัด (มหาชน),P,0059,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-24,25681024,DMOR6901100001,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),1745,0,0,0,1745,ธนาคารกรุงไทย จำกัด (มหาชน),P,0059,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-24,25681024,DMTB6901100001,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),3120,0,0,0,3120,ธนาคารกรุงไทย จำกัด (มหาชน),P,0054,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-24,25681024,DMTB6901100001,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,12360,0,0,0,12360,ธนาคารกรุงไทย จำกัด (มหาชน),P,0054,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-23,25681023,DHEM6901100001,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,306420,0,0,0,306420,ธนาคารกรุงไทย จำกัด (มหาชน),P,0062,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-23,25681023,DTDT6901100001,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,43680,0,0,0,43680,ธนาคารกรุงไทย จำกัด (มหาชน),P,0043,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-23,25681023,DTLM6901100001,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),61500,0,0,0,61500,ธนาคารกรุงไทย จำกัด (มหาชน),P,0040,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-22,25681022,HSCT6809,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,400000,0,0,0,400000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3639,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-22,25681022,680300269,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,523503.48,523503.48,0,0,0, ,W,3604,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-22,25681022,680300264,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,463134.53,463134.53,0,0,0, ,W,3604,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-22,25681022,DKTP6834070034,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),396855,0,0,0,396855,ธนาคารกรุงไทย จำกัด (มหาชน),P,3601,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-22,25681022,DKTP6831080031,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),236145,0,0,0,236145,ธนาคารกรุงไทย จำกัด (มหาชน),P,3587,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-22,25681022,DKTP6833090033,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),339135,0,0,0,339135,ธนาคารกรุงไทย จำกัด (มหาชน),P,3582,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-22,25681022,DKTP6901100001,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),135310,0,0,0,135310,ธนาคารกรุงไทย จำกัด (มหาชน),P,0061,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-22,25681022,DDOW6903100003,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),242100,0,0,0,242100,ธนาคารกรุงไทย จำกัด (มหาชน),P,0041,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-22,25681022,6809_OP_02(AUDIT)_อุทธรณ์,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,8100,0,0,0,8100,ธนาคารกรุงไทย จำกัด (มหาชน),P,0033,1102050101.216/222,ลูกหนี้ค่ารักษา UC-OP-บริการเฉพาะ CR/OP - REFER,UC
2025-10-22,25681022,6809_OP_02(AUDIT)_อุทธรณ์,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,402049.7,0,0,0,402049.7,ธนาคารกรุงไทย จำกัด (มหาชน),P,0033,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-22,25681022,6809_OP_02(AUDIT)_อุทธรณ์,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,34735.46,0,0,0,34735.46,ธนาคารกรุงไทย จำกัด (มหาชน),P,0033,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-21,25681021,DDSA6816060016,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,167700,0,0,0,167700,ธนาคารกรุงไทย จำกัด (มหาชน),P,3611,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-21,25681021,DDSA6826090026,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,93650,0,0,0,93650,ธนาคารกรุงไทย จำกัด (มหาชน),P,3610,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-21,25681021,DNAP6816080016,0000010670,กองทุนเอดส์,กองทุนเอดส์,งบค่าบริการดูแลรักษาด้วยยาต้านและบริการที่เกี่ยวข้อง,813795,0,0,0,813795,ธนาคารกรุงไทย จำกัด (มหาชน),P,3576B,4301020105.222,รายได้กองทุน UC เฉพาะโรคอื่น,UC
2025-10-21,25681021,DCKD6901100001,0000010670,กองทุนไตวายเรื้อรัง,กองทุนไตวายเรื้อรัง,งบค่าบริการทดแทนไต,1254960,0,0,0,1254960,ธนาคารกรุงไทย จำกัด (มหาชน),P,0044,1102050101.216/217,ลูกหนี้ค่ารักษา UC-OP/IP-บริการเฉพาะ CR,UC
2025-10-20,25681020,6809_IP_05(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,387,0,0,0,387,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_05(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,240090,0,0,0,240090,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_04(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,28313.86,0,0,0,28313.86,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_03(อุทธรณ์ AUDIT),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,1880.42,0,0,0,1880.42,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,55439.15,0,0,0,55439.15,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุนไตวายเรื้อรัง,กองทุนไตวายเรื้อรัง,งบค่าบริการทดแทนไต,178047.13,0,0,0,178047.13,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.216/217,ลูกหนี้ค่ารักษา UC-OP/IP-บริการเฉพาะ CR,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,1586261.83,0,0,0,1586261.83,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,8590680,0,0,0,8590680,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),25800,0,0,0,25800,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-20,25681020,6809_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,8901,0,0,0,8901,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_IP_01(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,98000,0,0,0,98000,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,1472586.99,0,0,0,1472586.99,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,12150,0,0,0,12150,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,96268.84,0,0,0,96268.84,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),60200,0,0,0,60200,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุนไตวายเรื้อรัง,กองทุนไตวายเรื้อรัง,งบค่าบริการทดแทนไต,379332.28,0,0,0,379332.28,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.216/217,ลูกหนี้ค่ารักษา UC-OP/IP-บริการเฉพาะ CR,UC
2025-10-20,25681020,6808_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,PROVIDER FINANCIAL RISK PROTECTION,12603915,0,0,0,12603915,ธนาคารกรุงไทย จำกัด (มหาชน),P,3637,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_IP_03(AUDIT)_อุทธรณ์,0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,0,0,0,0,0, ,W,3636,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-10-20,25681020,680300224,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,155311.07,155311.07,0,0,0, ,W,3603,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-10-20,25681020,DMTB6813070013,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),124720,0,0,0,124720,ธนาคารกรุงไทย จำกัด (มหาชน),P,3573,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-20,25681020,DMTB6813070013,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,40240,0,0,0,40240,ธนาคารกรุงไทย จำกัด (มหาชน),P,3573,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,DMTB6814090014,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีที่ต้องบริหารแบบเฉพาะโรค,4020,0,0,0,4020,ธนาคารกรุงไทย จำกัด (มหาชน),P,3572,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,DMTB6814090014,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),14620,0,0,0,14620,ธนาคารกรุงไทย จำกัด (มหาชน),P,3572,4301020105.217,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,UC
2025-10-20,25681020,OP REFER 6807,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,94904.5,0,0,0,94904.5,ธนาคารกรุงไทย จำกัด (มหาชน),P,3549B,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,OP REFER 6807,0000010670,กองทุนผู้ป่วยนอก,กองทุนค่าบริการทางการแพทย์,งบบริการผู้ป่วยนอกจ่ายแบบเหมาจ่ายต่อผู้มีสิทธิ,228120.2,228120.2,0,0,0, ,W,3549B,4301020105.214,รายได้กองทุน  UC -OP แบบเหมาจ่าย,UC
2025-10-20,25681020,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,57447,57447,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_OP_01,0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,46606.6,46606.6,0,0,0, ,W,3511,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,292107.17,292107.17,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,64200,64200,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_04,0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,1352.52,1352.52,0,0,0, ,W,3511,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6808_OP_03,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,972,972,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,368075.48,368075.48,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,58350,58350,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_02,0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,16921.93,16921.93,0,0,0, ,W,3511,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6808_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,74391,74391,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_01(อุทธรณ์),0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,4031.5,4031.5,0,0,0, ,W,3511,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,68400,68400,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,75717,75717,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,554930.35,554930.35,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6808_OP_01,0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,13820.65,13820.65,0,0,0, ,W,3511,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6807_OP_02(อุทธรณ์),0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,0,0,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,664959.07,664959.07,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,73800,73800,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_02,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,30750,30750,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,336978.58,336978.58,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,ปกป้องได้รับบริการนอกเครือจ่ายกรณีจำเป็น,230945.5,230945.5,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,เพิ่มความมั่นใจเรื่องคุณภาพบริการ,57750,57750,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,57213,57213,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6807_IP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,กรณีจำเป็นต้องกำกับการใช้บริการอย่างใกล้ชิด,13776,13776,0,0,0, ,W,3511,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-10-20,25681020,6809_OP_01,0000010670,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,20200,20200,0,0,0, ,W,3510A,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-10-20,25681020,6808_OP_02,0000010670,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,21650,21650,0,0,0, ,W,3510A,4301020105.228,รายได้กองทุน UC- อื่น,UC
